class,icd10,disease,Inf_sexual,Inf_resp,Inf_Enteric,Inf_tropical,Inf_other,Maternal,Neonatal,Nutritionaldeficiencies,Neoplasms,cvd,chronic_resp,Dis_Digestive,Dis_Neurological,Dis_Mental,Dis_Substanceuse,Diabetes,Chronickidney,Skin,Senseorgan,Glaucoma,Cataract,Musculoskeletal,Congenitalbirthdefects,Urinary_maleinfertility,Gynecological,Hemoglobinopathies_hemolytic,Endocrinemetabolicimmune,Dis_oral,Inj_Transport,Inj_Unintentional
肿瘤形态学编码,M90840/0,皮样瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M91311/0,丛状血管瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M93800/3,胶质瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82200/3,结肠腺瘤样息肉病内的腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82200/6,继发性结肠腺瘤样息肉病腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81470/0,基底细胞腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88001/0,胃肠道间质瘤，良性,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88001/1,胃肠道交界恶性间质瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88001/3,胃肠道间质瘤，恶性,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81300/3,乳头状移行性细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M92200/6,转移性软骨肉瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82500/3,细支气管—肺泡腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M91000/0,葡萄胎NOS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M91030/0,部分性葡萄胎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M91910/0,骨样骨瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M91000/6,转移性绒毛膜癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87200/0,色素痣NOS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85200/3,小叶性癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M94700/6,转移性髓母细胞瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84300/1,粘液表皮样瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82502/3,肺泡细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M94730/3,原始神经外胚瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M93001/0,腺瘤样牙源性瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88001/6,转移性胃肠道间质瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M0000/0,其他,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M89000/6,转移性横纹肌肉瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88250/3,肌纤维母细胞瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84520/1,假乳头状囊实性肿瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M89500/3,苗勒混合瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88970/1,平滑肌肿瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M90201/0,良性叶状瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M94900/0,神经节瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83300/6,继发性滤泡性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82700/0,嫌色性腺瘤(尼逊综合征),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82700/3,嫌色性癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82710/0,垂体泌乳素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82800/3,嗜酸性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82900/0,嗜酸性腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82900/0,许特耳氏细胞腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83000/0,嗜碱细胞腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83100/3,透明细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83100/6,继发性透明细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83110/1,肾上腺样瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83120/3,肾细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83200/3,颗粒细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83210/0,主细胞腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83230/0,混合细胞腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83300/0,滤泡性腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80006/1,脑瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80007/1,垂体生长激素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80009/1,眼眶肿瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80030/1,巨细胞瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80100/2,原位癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80100/3,癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80100/6,继发癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80101/3,胃腺瘤癌变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80110/0,良性上皮瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80110/3,恶性上皮瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80120/3,大细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80120/6,继发性大细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80200/3,未分化型癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80310/3,巨细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80320/3,梭形细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80410/3,小细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80410/6,转移性小细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80420/3,燕麦细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80500/0,乳头状瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80500/3,乳头状癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80500/6,转移性乳头状癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80510/3,疣状癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80520/0,鳞状细胞乳头状瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80520/3,乳头状鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80520/6,转移性鳞状细胞乳头状癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80530/0,翻转性乳头状瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80530/3,翻转乳头状瘤癌变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80600/0,乳头状瘤病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80700/0,棘皮瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80700/2,鳞状细胞原位癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80700/3,表皮样癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80700/3,鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80700/6,转移性鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80720/3,大细胞鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80720/6,转移性大细胞鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80750/3,腺样鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80810/2,癌前皮炎(博温氏病),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80810/2,博温氏病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80820/3,淋巴上皮癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80820/6,转移性淋巴上皮癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80900/1,基底细胞瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80900/1,基底细胞上皮瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80900/3,基底细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M80940/3,基底鳞状细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81000/0,毛发上皮瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81010/0,毛囊瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81020/0,毛鞘瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81100/0,钙化上皮瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81101/0,毛母质瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85030/2,管内乳头状癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85040/0,囊内乳头状腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85100/6,转移性髓性癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85200/2,小叶性原位癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85400/3,乳腺佩吉特氏病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85410/3,乳房佩吉特氏病伴浸润性导管癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85500/3,腺泡细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85500/6,转移性腺泡细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85600/6,继发性腺鳞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85610/0,淋巴瘤性乳头状襄腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85610/0,腺淋巴瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85700/3,腺棘皮癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85800/0,良性胸腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85800/3,恶性胸腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85800/6,继发性胸腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81400/6,继发性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81401/0,腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81410/3,硬腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81410/6,转移性硬癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81420/3,皮革状胃,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81430/3,表浅扩散性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81460/0,单形性腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81500/0,胰岛细胞瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81500/0,胰岛细胞腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81500/3,胰岛细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81500/6,继发性胰岛细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81501/3,胰岛细胞腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81510/0,胰岛素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81510/3,恶性胰岛素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81510/6,转移性胰岛素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81520/0,高血糖素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81520/3,恶性高血糖素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81520/6,转移性高血糖素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81530/1,胃泌素瘤(促液胃瘤),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81530/3,恶性胃泌素瘤（恶性促胃液素瘤）,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81600/3,胆管癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81600/6,转移性胆管癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81700/3,肝细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M81700/6,继发性肝细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82000/3,腺样襄性癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82000/6,转移性腺样襄性癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82010/3,筛状癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82100/0,腺瘤样息肉,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82100/3,腺瘤样息肉，癌变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82110/0,管状腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82110/3,管状腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82110/6,继发性管状腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82200/0,家族性息肉病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82200/0,腺瘤病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82201/0,结肠腺瘤样息肉病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82210/0,多发性腺瘤样息肉,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82211/0,消化道多发息肉综合征(Cronkhite-Canda),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82300/3,实性癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82400/3,类癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82400/6,继发性类癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82501/3,呼吸细支气管腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82510/3,肺泡性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82510/6,继发性肺泡腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82600/0,乳头状腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82600/3,乳头状腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82600/6,继发性乳头状腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82630/0,绒毛管状腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82630/3,"绒毛管状腺瘤,癌变",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M82631/3,"绒毛腺管状腺瘤,癌变",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87203/0,毛痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87204/0,弹性痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87205/0,色素痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87206/0,线状痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87400/0,交界痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87410/2,癌前黑变病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87420/3,恶性雀斑样痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87500/0,皮内痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87600/0,复合痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87710/0,硬痣(上皮痔、座疮样痔、粉刺祥痣),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87720/3,梭形细胞黑色素瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M87800/0,蓝痣,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88000/3,肉瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88000/6,继发性肉瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88020/3,巨细胞肉瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83300/3,滤泡性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83330/0,胎儿型腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83340/0,胶样腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83400/3,滤泡变异性乳头状腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83600/1,多发性内分泌腺瘤病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83700/0,肾上腺皮质腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83700/3,肾上腺皮质癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83800/0,子宫内膜样腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83800/1,交界性子宫内膜样腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83800/3,子宫内膜样癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M83800/6,转移性子宫内膜样腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84000/0,汗腺腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84010/3,顶泌性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84030/0,外分泌性汗腺瘤（小汗腺瘤）,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84030/0,外分泌性汗腺腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84040/0,汗腺囊瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84060/0,乳头状汗腺囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84100/0,皮脂腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84100/3,皮脂腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84200/0,耵聍腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84200/3,耵聍腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84400/0,囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84400/3,囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84400/6,转移性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84410/0,浆液性囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84410/3,浆液性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84410/6,转移性浆液性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84420/3,交界性浆液性囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84421/3,卵巢交界恶性浆液性囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84500/0,乳头状囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84500/1,交界性乳头状囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84500/3,乳头状囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84500/6,转移性乳头状囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84700/0,粘液性囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84700/3,粘液性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84700/6,转移性粘液性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84710/0,乳头状粘液性囊腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84710/3,乳头状粘液性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84710/6,转移性乳头状粘液性囊腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84800/0,粘液腺瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84800/6,腹膜假粘液瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84800/6,转移性粘液性腺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84900/3,印戒细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84900/6,转移性印戒细胞癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M84901/6,克鲁肯伯格氏瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85000/2,导管内癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85000/3,浸润性导管癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85000/6,继发性导管癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M85010/3,粉刺癌,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88610/0,血管脂肪瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88611/0,纤维血管脂肪瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88700/0,骨髓脂肪瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88800/0,棕色脂肪瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88900/0,平滑肌瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88900/0,子宫多发性平滑肌瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
肿瘤形态学编码,M88900/0,子宫浆膜下肌瘤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
